"fileName","callerClass","callerMethod","line#","relationInfo","calleeName","calleeProperty,"TypeInfo","expressionValue"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","45.00050","CompareR","'this'","","/*Reverse*/=== /*any*/","(/*Args:*/<CallAnalyzer>analyzer).getContextArgument((/*Args:*/<any>node)).getText()"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","45.00060","Conditional","isArrowFunction(functionArgument)","","/*IfStatement*/ boolean","isArrowFunction((/*Args:*/<CallAnalyzer>analyzer).getFunctionArgument((/*Args:*/<any>node)))"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","46.00041","call.arguments[0]","isArrowFunction","","any","(/*Args:*/<CallAnalyzer>analyzer).getFunctionArgument((/*Args:*/<any>node))"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","46.00041","calls","isArrowFunction","","boolean","((/*Args:*/<CallAnalyzer>analyzer).getFunctionArgument((/*Args:*/<any>node)))"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","47.00065","calls","(/*Args:*/<any>node)","getStart","any","()"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","47.00065","pickUpedName","node","getStart","","()"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","47.00082","calls","(/*Args:*/<any>node)","getWidth","any","()"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","47.00082","pickUpedName","node","getWidth","","()"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","47.00099","call.arguments[0]","/*<NoUnnecessaryBindRuleWalker>*/ this","createFailure","any","(/*Args:*/<any>node).getStart()"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","47.00099","call.arguments[1]","/*<NoUnnecessaryBindRuleWalker>*/ this","createFailure","any","(/*Args:*/<any>node).getWidth()"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","47.00099","call.arguments[2]","/*<NoUnnecessaryBindRuleWalker>*/ this","createFailure","string","'Binding lambda with 'this' context. Lambdas already have 'this' bound'"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","47.00099","calls","/*<NoUnnecessaryBindRuleWalker>*/ this","createFailure","any","((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding lambda with 'this' context. Lambdas already have 'this' bound')"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","47.00099","pickUpedName","/*<NoUnnecessaryBindRuleWalker>*/ this","createFailure","","((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding lambda with 'this' context. Lambdas already have 'this' bound')"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","47.00099","pickUpedName","node","getStart","","((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding lambda with 'this' context. Lambdas already have 'this' bound')"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","47.00099","pickUpedName","node","getWidth","","((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding lambda with 'this' context. Lambdas already have 'this' bound')"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","47.00099","pickUpedName","Rule","FAILURE_ARROW_WITH_BIND","","((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding lambda with 'this' context. Lambdas already have 'this' bound')"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","47.00099","call.arguments[0]","/*<NoUnnecessaryBindRuleWalker>*/ this","addFailure","any","this.createFailure((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding lambda with 'this' context. Lambdas already have 'this' bound')"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","47.00099","calls","/*<NoUnnecessaryBindRuleWalker>*/ this","addFailure","any","(this.createFailure((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding lambda with 'this' context. Lambdas already have 'this' bound'))"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","47.00099","pickUpedName","/*<NoUnnecessaryBindRuleWalker>*/ this","addFailure","","(this.createFailure((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding lambda with 'this' context. Lambdas already have 'this' bound'))"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","47.00099","pickUpedName","/*<NoUnnecessaryBindRuleWalker>*/ this","createFailure","","(this.createFailure((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding lambda with 'this' context. Lambdas already have 'this' bound'))"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","47.00099","pickUpedName","node","getStart","","(this.createFailure((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding lambda with 'this' context. Lambdas already have 'this' bound'))"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","47.00099","pickUpedName","node","getWidth","","(this.createFailure((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding lambda with 'this' context. Lambdas already have 'this' bound'))"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","47.00099","pickUpedName","Rule","FAILURE_ARROW_WITH_BIND","","(this.createFailure((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding lambda with 'this' context. Lambdas already have 'this' bound'))"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","48.00027","Conditional","isFunctionLiteral(functionArgument)","","/*IfStatement*/ boolean/* no Else Clause*/","isFunctionLiteral((/*Args:*/<CallAnalyzer>analyzer).getFunctionArgument((/*Args:*/<any>node)))"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","48.00050","call.arguments[0]","isFunctionLiteral","","any","(/*Args:*/<CallAnalyzer>analyzer).getFunctionArgument((/*Args:*/<any>node))"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","48.00050","calls","isFunctionLiteral","","boolean","((/*Args:*/<CallAnalyzer>analyzer).getFunctionArgument((/*Args:*/<any>node)))"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","49.00065","calls","(/*Args:*/<any>node)","getStart","any","()"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","49.00065","pickUpedName","node","getStart","","()"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","49.00082","calls","(/*Args:*/<any>node)","getWidth","any","()"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","49.00082","pickUpedName","node","getWidth","","()"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","49.00099","call.arguments[0]","/*<NoUnnecessaryBindRuleWalker>*/ this","createFailure","any","(/*Args:*/<any>node).getStart()"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","49.00099","call.arguments[1]","/*<NoUnnecessaryBindRuleWalker>*/ this","createFailure","any","(/*Args:*/<any>node).getWidth()"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","49.00099","call.arguments[2]","/*<NoUnnecessaryBindRuleWalker>*/ this","createFailure","string","'Binding function literal with 'this' context. Use lambdas instead'"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","49.00099","calls","/*<NoUnnecessaryBindRuleWalker>*/ this","createFailure","any","((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding function literal with 'this' context. Use lambdas instead')"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","49.00099","pickUpedName","/*<NoUnnecessaryBindRuleWalker>*/ this","createFailure","","((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding function literal with 'this' context. Use lambdas instead')"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","49.00099","pickUpedName","node","getStart","","((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding function literal with 'this' context. Use lambdas instead')"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","49.00099","pickUpedName","node","getWidth","","((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding function literal with 'this' context. Use lambdas instead')"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","49.00099","pickUpedName","Rule","FAILURE_FUNCTION_WITH_BIND","","((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding function literal with 'this' context. Use lambdas instead')"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","49.00099","call.arguments[0]","/*<NoUnnecessaryBindRuleWalker>*/ this","addFailure","any","this.createFailure((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding function literal with 'this' context. Use lambdas instead')"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","49.00099","calls","/*<NoUnnecessaryBindRuleWalker>*/ this","addFailure","any","(this.createFailure((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding function literal with 'this' context. Use lambdas instead'))"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","49.00099","pickUpedName","/*<NoUnnecessaryBindRuleWalker>*/ this","addFailure","","(this.createFailure((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding function literal with 'this' context. Use lambdas instead'))"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","49.00099","pickUpedName","/*<NoUnnecessaryBindRuleWalker>*/ this","createFailure","","(this.createFailure((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding function literal with 'this' context. Use lambdas instead'))"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","49.00099","pickUpedName","node","getStart","","(this.createFailure((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding function literal with 'this' context. Use lambdas instead'))"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","49.00099","pickUpedName","node","getWidth","","(this.createFailure((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding function literal with 'this' context. Use lambdas instead'))"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression;[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())].forEach(Arguments[0])","49.00099","pickUpedName","Rule","FAILURE_FUNCTION_WITH_BIND","","(this.createFailure((/*Args:*/<any>node).getStart(), (/*Args:*/<any>node).getWidth(), 'Binding function literal with 'this' context. Use lambdas instead'))"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression","49.00099","call.arguments[0]","[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())]","forEach","(analyzer: CallAnalyzer) => void","/**(analyzer: CallAnalyzer) => void**/"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression","49.00099","calls","[(new TypeScriptFunctionAnalyzer()), (new UnderscoreStaticAnalyzer()), (new UnderscoreInstanceAnalyzer())]","forEach","void","(/**(analyzer: CallAnalyzer) => void**/)"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression","54.00035","call.arguments[0]","super","visitCallExpression","any","(/*Args:*/<any>node)"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker",".visitCallExpression","54.00035","calls","super","visitCallExpression","any","((/*Args:*/<any>node))"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","NoUnnecessaryBindRuleWalker","","58.00010","defined","CallAnalyzer","","TS.Interface","
"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","CallAnalyzer",".","58.00025","TS.MethodDefined","CallAnalyzer","canHandle","(node: any) => boolean","(@param)?\W+node *\W+ !! missing description.
@return  !! missing description.
"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","CallAnalyzer",".canHandle","59.00024","define.Parameter","canHandle","node","any","/*Args:*/<any>node"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","CallAnalyzer",".","59.00049","TS.MethodDefined","CallAnalyzer","getContextArgument","(node: any) => any","(@param)?\W+node *\W+ !! missing description.
@return  !! missing description.
"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","CallAnalyzer",".getContextArgument","60.00033","define.Parameter","getContextArgument","node","any","/*Args:*/<any>node"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","CallAnalyzer",".","60.00064","TS.MethodDefined","CallAnalyzer","getFunctionArgument","(node: any) => any","(@param)?\W+node *\W+ !! missing description.
@return  !! missing description.
"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","CallAnalyzer",".getFunctionArgument","61.00034","define.Parameter","getFunctionArgument","node","any","/*Args:*/<any>node"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","CallAnalyzer","","64.00006","defined","TypeScriptFunctionAnalyzer","","TS.Class","
"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","TypeScriptFunctionAnalyzer","","64.00006","ref.type","CallAnalyzer","","implements",""
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","TypeScriptFunctionAnalyzer",".","65.00011","TS.MethodDefined","TypeScriptFunctionAnalyzer","canHandle","(node: any) => boolean","(@param)?\W+node *\W+ !! missing description.
@return  !! missing description.
"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","TypeScriptFunctionAnalyzer",".canHandle","65.00031","define.Parameter","canHandle","node","any","/*Args:*/<any>node"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","TypeScriptFunctionAnalyzer",".canHandle","66.00044","call.arguments[0]","AstUtils","getFunctionName","any","(/*Args:*/<any>node)"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","TypeScriptFunctionAnalyzer",".canHandle","66.00044","calls","AstUtils","getFunctionName","string","((/*Args:*/<any>node))"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","TypeScriptFunctionAnalyzer",".canHandle","66.00053","Compare","AstUtils.getFunctionName(node)","","=== /*string*/","'bind'"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","TypeScriptFunctionAnalyzer",".canHandle","66.00053","CompareR","'bind'","","/*Reverse*/=== /*string*/","AstUtils.getFunctionName((/*Args:*/<any>node))"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","TypeScriptFunctionAnalyzer",".canHandle","67.00041","Compare","node.arguments","length","=== /*number*/","1"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","TypeScriptFunctionAnalyzer",".canHandle","67.00041","CompareR","1","","/*Reverse*/=== /*any*/","(/*Args:*/<any>node).arguments.length"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","TypeScriptFunctionAnalyzer",".canHandle","67.00041","BinaryExpression","AstUtils.getFunctionName(node) === 'bind'","","&& /*boolean*/","(/*Args:*/<any>node).arguments.length === 1"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","TypeScriptFunctionAnalyzer",".canHandle","68.00052","calls","SyntaxKind","current","SyntaxKind","()"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","TypeScriptFunctionAnalyzer",".canHandle","68.00062","ref.varName","SyntaxKind.current()","PropertyAccessExpression","number",""
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","TypeScriptFunctionAnalyzer",".canHandle","68.00062","Compare","node.expression","kind","=== /*number*/","SyntaxKind.current().PropertyAccessExpression"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","TypeScriptFunctionAnalyzer",".canHandle","68.00062","CompareR","SyntaxKind.current()","","/*Reverse*/=== /*any*/","(/*Args:*/<any>node).expression.kind"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","TypeScriptFunctionAnalyzer",".canHandle","68.00062","BinaryExpression","AstUtils.getFunctionName(node) === 'bind' && node.arguments.length === 1","","&& /*boolean*/","(/*Args:*/<any>node).expression.kind === SyntaxKind.current().PropertyAccessExpression"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","TypeScriptFunctionAnalyzer",".canHandle","68.00062","return","","","boolean","! ! (AstUtils.getFunctionName((/*Args:*/<any>node)) === 'bind' && (/*Args:*/<any>node).arguments.length === 1 && (/*Args:*/<any>node).expression.kind === SyntaxKind.current().PropertyAccessExpression)"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","TypeScriptFunctionAnalyzer",".","71.00011","TS.MethodDefined","TypeScriptFunctionAnalyzer","getContextArgument","(node: any) => any","(@param)?\W+node *\W+ !! missing description.
@return  !! missing description.
"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","TypeScriptFunctionAnalyzer",".getContextArgument","71.00040","define.Parameter","getContextArgument","node","any","/*Args:*/<any>node"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","TypeScriptFunctionAnalyzer",".getContextArgument","72.00031","return","","","any","(/*Args:*/<any>node).arguments[0]"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","TypeScriptFunctionAnalyzer",".","75.00011","TS.MethodDefined","TypeScriptFunctionAnalyzer","getFunctionArgument","(node: any) => any","(@param)?\W+node *\W+ !! missing description.
@return  !! missing description.
"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","TypeScriptFunctionAnalyzer",".getFunctionArgument","75.00041","define.Parameter","getFunctionArgument","node","any","/*Args:*/<any>node"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","TypeScriptFunctionAnalyzer",".getFunctionArgument","76.00063","return","","","any","((/*Args:*/<any>node).expression).expression"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","TypeScriptFunctionAnalyzer","","80.00006","defined","UnderscoreStaticAnalyzer","","TS.Class","
"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","UnderscoreStaticAnalyzer","","80.00006","ref.type","CallAnalyzer","","implements",""
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","UnderscoreStaticAnalyzer",".","81.00011","TS.MethodDefined","UnderscoreStaticAnalyzer","canHandle","(node: any) => boolean","(@param)?\W+node *\W+ !! missing description.
@return  !! missing description.
"
"../tslint-microsoft-contrib-master/src/noUnnecessaryBindRule.ts","UnderscoreStaticAnalyzer",".canHandle","81.00031","define.Parameter","canHandle","node","any","/*Args:*/<any>node"
